statement_id,statement_date,period_start,period_end,landlord_reg_number,landlord_name,landlord_email,landlord_phone,landlord_address,bank_account_name,bank_name,bank_account_number,bank_sort_code,property_alias,property_type,property_address,property_city,property_postcode,property_bedrooms,tenant_first_name,tenant_last_name,tenant_email,tenant_phone,lease_start_date,lease_end_date,lease_monthly_rent,lease_deposit_amount,assigned_agent_name,assigned_agent_role,assigned_agent_email,rent,management_fee,repair,deposit,misc,total,contractor_company,contractor_contact,contractor_phone,contractor_service_type,note,pay_date
9372,12/17/2024,12/15/2024,1/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,12/17/2024
9411,1/21/2025,1/15/2025,2/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,1/21/2025
10396,2/18/2025,2/15/2025,3/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,02/11/2025
11411,3/18/2025,3/15/2025,4/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,3/18/2025
12413,4/22/2025,4/15/2025,5/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,4/15/2025
12435,5/20/2025,5/15/2025,6/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,198,0,0,274.5,General Maintenance Co,Tom Brown,0141 445 7777,General,certs,5/20/2025
12454,6/19/2025,6/15/2025,7/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,6/19/2025
12478,7/22/2025,07/12/2025,8/14/2025,8642097/210/20001,Sarah Henderson,sarah.henderson@email.com,07700 900102,"12 Queen Street, Edinburgh, EH2 1AB",Sarah Henderson,Royal Bank of Scotland,23456789,83-22-33,"38 Arranview Street, ML6 8XN",Terraced,38 Arranview Street,Airdrie,ML6 8XN,3,David,Taylor,d.taylor@email.com,07734 567890,2023-07-15,,525,525,Emma Thompson,Property Manager,emma.t@agency.com,525,52.5,0,0,0,472.5,,,,,,7/22/2025
6,10/05/2020,09/03/2020,10/04/2020,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,
7,10/05/2020,10/20/2020,11/19/2020,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,215,145,,,,,EPC;EICR;PAT,
8,12/02/2020,11/20/2020,12/19/2020,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,
9,01/05/2020,12/20/2020,1/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,
10,02/01/2020,1/20/2021,2/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,95,0,0,265,SafeGas Services,Bob Williams,0141 445 3333,Gas/Heating,Gas Safety Certificate & CO Alarm,
11,03/04/2021,2/20/2021,3/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,
12,04/02/2021,3/20/2021,4/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,
13,05/07/2021,4/20/2021,5/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,
145,06/02/2021,5/20/2021,6/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,06/02/2021
179,07/02/2021,6/20/2021,7/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,75,0,0,285,QuickFix Plumbing,John Smith,0141 445 1111,Plumbing,Replace cold tap in Bathroom sink,07/02/2021
212,08/06/2021,7/20/2021,8/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,08/07/2021
250,09/02/2021,8/20/2021,9/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,66,0,0,,,,,,,
299,10/04/2021,9/20/2021,10/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,10/04/2021
346,11/02/2021,10/20/2021,11/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,11/02/2021
388,12/03/2021,11/20/2021,12/19/2021,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,12/03/2021
440,01/05/2022,12/20/2021,1/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,01/05/2021
1386,02/02/2022,1/20/2022,2/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,02/08/2022
1419,03/02/2022,2/20/2022,3/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,03/02/2022
1467,04/04/2022,3/20/2022,4/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,04/04/2022
1504,05/04/2022,4/20/2022,5/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,05/04/2022
1537,06/06/2022,5/22/2022,6/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,50,310,,,,,PAT,06/06/2022
1566,07/04/2022,6/20/2022,7/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,07/04/2022
1595,08/04/2022,7/20/2022,8/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,08/04/2022
1630,09/02/2022,8/20/2022,9/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,09/02/2022
1668,10/04/2022,9/20/2022,10/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,10/04/2022
1704,11/02/2022,10/20/2022,11/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,11/02/2022
1739,12/05/2022,11/20/2022,12/19/2022,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,12/06/2022
1760,01/04/2023,12/20/2022,1/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,01/04/2023
1786,02/02/2023,1/20/2023,2/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,02/02/2023
1826,03/02/2023,2/20/2023,3/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,03/02/2023
2836,04/04/2023,3/20/2023,4/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,04/04/2023
2876,05/04/2023,4/20/2023,5/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,05/04/2023
3893,5/26/2023,5/20/2023,6/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,5/26/2023
3921,6/21/2023,6/20/2023,7/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,6/21/2023
4919,6/21/2023,6/20/2023,7/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,6/21/2023
4955,7/25/2023,7/20/2023,8/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,7/25/2023
4988,8/22/2023,8/20/2023,9/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,8/22/2023
5034,9/21/2023,9/20/2023,10/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,193,0,0,167,,,,,,9/21/2023
5065,10/24/2023,10/20/2023,11/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,10/24/2023
6044,11/21/2023,11/20/2023,12/19/2023,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,11/21/2023
7083,12/22/2023,12/20/2023,1/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,12/22/2023
8079,1/23/2024,1/20/2024,2/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,1/23/2024
8111,2/23/2024,2/20/2024,3/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,2/23/2024
9124,3/21/2024,3/20/2024,4/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,3/21/2024
9153,4/23/2024,4/20/2024,5/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,4/23/2024
9180,5/28/2024,5/20/2024,6/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,5/28/2024
9205,6/25/2024,6/20/2024,7/19/2024,1259924/395/06072,Robert Campbell,robert.campbell@email.com,07700 900103,"78 Main Road, Paisley, PA1 2CD",Robert Campbell,Barclays,34567890,20-33-44,"Flat 2,1 Bedford Avenue, G81 2PL",Flat,"Flat 2, 1 Bedford Avenue",Clydebank,G81 2PL,1,Karen,Stewart,k.stewart@email.com,07767 890123,2024-04-20,,400,400,David Mitchell,Property Manager,david.m@agency.com,400,40,0,0,0,360,,,,,,6/25/2024
